"age","workclass","education","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","profit","married","milk","bread","butter","honey","jam","peanut","Badam","Cashew","pista","Tea","Coffee","Biscuits","Nuts"
20,5,3,8,5,2,4,5,1,40,0,0,F,F,F,T,T,F,T,T,T,T,T,F,F
18,5,16,10,5,5,2,5,2,50,0,0,F,F,F,F,T,F,T,F,F,F,F,F,F
57,5,16,10,3,5,1,5,2,45,7688,1,F,F,F,T,T,F,T,T,T,F,T,T,F
47,1,9,11,3,1,1,5,2,40,0,1,T,T,T,T,T,F,T,T,T,T,F,F,T
27,5,16,10,3,2,1,5,2,40,2829,1,F,F,F,T,F,F,T,T,T,T,T,F,F
23,6,9,11,5,4,2,5,2,50,0,0,T,T,T,F,T,T,T,T,F,F,F,F,T
36,6,10,13,1,13,2,5,2,60,0,0,F,F,F,T,F,F,T,F,T,F,F,T,F
48,5,12,9,1,2,3,5,1,40,0,0,F,F,F,T,T,T,T,T,F,F,T,T,F
40,5,16,10,3,8,1,5,2,43,0,1,T,T,T,T,F,F,T,F,F,F,T,T,T
51,5,10,13,1,11,2,5,1,16,0,0,F,F,F,F,F,F,T,T,F,T,T,T,T
59,5,7,5,3,9,1,5,2,40,0,1,F,F,F,T,F,F,F,T,T,T,T,T,T
32,5,16,10,3,13,3,2,1,40,0,0,T,T,T,T,F,T,F,F,F,T,F,T,F
39,5,16,10,1,9,2,5,2,40,0,0,F,F,F,F,T,T,F,T,F,T,F,F,T
32,5,12,9,3,7,1,5,2,40,0,1,F,F,F,T,F,T,F,F,F,T,F,T,F
38,5,12,9,3,2,6,5,1,40,0,1,T,T,T,T,T,F,F,F,F,F,T,F,T
44,8,10,13,5,2,2,5,1,38,0,0,F,F,F,T,F,F,T,T,T,F,T,T,F
51,5,12,9,3,14,1,5,2,40,0,1,T,T,T,F,T,T,F,T,T,T,T,F,T
54,5,12,9,5,9,3,5,1,20,0,0,F,F,F,F,F,F,T,T,F,F,F,F,T
22,5,16,10,5,13,2,5,1,30,0,0,T,T,T,T,T,T,F,T,F,F,F,T,T
19,5,12,9,5,6,4,5,1,40,0,0,F,F,F,T,T,T,F,T,T,T,T,F,F
31,2,8,12,3,14,1,5,2,45,0,1,T,T,T,F,F,T,T,F,F,F,T,T,F
53,5,12,9,3,4,1,5,2,40,0,1,F,F,F,F,T,T,T,F,F,F,F,T,T
28,5,10,13,3,5,1,5,2,45,0,1,F,F,F,T,F,F,F,F,F,F,F,T,T
19,5,12,9,5,12,2,5,2,32,0,0,F,F,F,T,F,T,F,T,F,F,F,F,F
40,2,16,10,3,2,1,3,2,40,0,1,F,F,F,F,T,F,T,T,F,T,F,F,F
21,5,16,10,5,2,4,5,2,10,0,0,T,T,T,F,F,F,T,F,F,F,T,F,T
39,5,10,13,3,5,1,5,2,60,0,1,F,F,F,F,F,T,F,T,T,T,F,T,T
40,3,13,14,3,11,1,5,2,35,7298,1,T,T,T,T,T,T,F,T,T,F,T,T,T
36,5,12,9,3,11,1,2,2,40,0,1,F,F,F,T,F,T,F,F,T,T,F,T,T
18,5,7,5,5,13,4,5,1,42,0,0,T,T,T,T,F,T,T,T,T,F,T,F,T
32,6,10,13,3,13,1,5,2,55,7688,1,T,T,T,T,T,T,T,T,T,F,F,T,F
50,5,12,9,3,11,1,5,2,40,0,1,F,F,F,F,T,T,T,T,T,T,T,F,F
18,5,2,7,5,13,4,5,2,15,0,0,F,F,F,F,F,F,T,F,F,T,T,F,T
19,5,12,9,5,8,4,5,2,43,0,0,T,T,T,F,F,F,F,F,F,F,F,T,T
53,5,16,10,1,4,2,5,2,40,0,0,F,F,F,T,T,F,T,F,F,T,T,F,F
49,5,12,9,1,9,5,3,1,32,0,0,T,T,T,F,T,T,F,F,F,F,T,T,F
40,5,10,13,4,15,4,4,2,45,0,0,F,F,F,T,T,T,T,F,T,T,F,T,F
31,5,16,10,5,5,4,5,2,40,0,0,F,F,F,T,T,T,F,T,F,T,T,T,F
47,7,12,9,3,6,1,5,2,35,0,1,T,T,T,F,T,T,T,T,T,F,T,F,T
35,3,16,10,3,9,1,5,2,40,0,1,F,F,F,T,F,T,F,T,T,T,F,T,F
47,3,16,10,5,9,4,5,1,20,0,0,F,F,F,T,T,F,T,F,T,F,F,F,F
43,7,13,14,1,11,2,5,1,20,0,0,T,T,T,T,T,T,F,F,T,T,F,T,F
51,5,16,10,5,8,2,5,2,21,0,0,T,T,T,T,F,F,F,F,F,T,T,T,T
54,5,13,14,3,11,1,5,2,40,0,1,T,T,T,T,T,F,T,F,F,T,T,T,F
76,3,7,5,3,9,1,5,2,30,0,1,F,F,F,T,F,T,T,F,T,T,F,T,T
33,5,6,4,5,13,2,5,2,43,0,0,T,T,T,T,F,F,T,F,F,T,F,F,F
19,5,3,8,5,15,4,5,2,15,0,0,T,T,T,T,T,F,F,F,F,T,F,T,T
49,5,9,11,3,4,1,5,2,40,5013,1,T,T,T,F,F,T,T,F,F,F,T,F,T
26,5,12,9,3,15,1,5,2,40,0,1,F,F,F,F,F,T,T,F,F,T,T,F,T
23,5,16,10,5,9,4,5,1,15,0,0,F,F,F,T,F,F,T,T,T,F,T,T,F
49,5,12,9,3,4,1,5,2,40,7298,1,T,T,T,T,F,F,F,F,T,F,T,F,T
24,5,16,10,5,13,2,5,2,65,0,0,T,T,T,T,F,F,T,F,F,T,F,F,F
48,5,12,9,5,13,4,5,2,40,0,0,F,F,F,F,F,F,F,T,F,T,F,T,T
36,8,16,10,3,12,1,5,2,40,0,1,F,F,F,T,F,T,F,T,F,F,T,F,F
33,5,3,8,6,2,5,5,1,40,1471,0,T,T,T,F,F,T,F,F,F,F,F,F,F
31,5,10,13,3,11,1,2,2,48,15024,1,F,F,F,F,T,T,F,T,T,T,T,F,T
53,5,10,13,3,5,1,5,2,44,0,1,F,F,F,T,T,F,F,F,F,T,T,T,F
22,5,10,13,5,2,4,5,1,10,0,0,F,F,F,T,F,T,T,F,F,F,T,F,F
43,5,12,9,3,4,1,5,2,40,0,1,F,F,F,T,F,F,F,T,F,F,F,T,F
31,5,8,12,3,2,1,5,2,40,0,1,T,T,T,F,T,T,T,T,F,T,F,T,T
53,8,13,14,1,11,2,5,1,40,0,0,T,T,T,T,F,F,T,F,F,T,F,T,T
36,2,10,13,3,5,1,5,2,45,0,1,T,T,T,T,T,F,F,T,T,T,T,F,T
47,3,12,9,3,5,1,5,2,40,0,1,T,T,T,F,T,T,F,F,T,T,F,T,F
52,5,16,10,3,11,1,5,2,40,0,1,T,T,T,T,T,T,T,F,F,T,F,T,F
39,5,12,9,1,8,5,5,1,40,0,0,T,T,T,T,T,T,T,T,F,F,T,F,T
24,5,10,13,5,13,4,5,2,40,0,0,T,T,T,F,T,F,T,F,T,F,T,F,T
17,3,1,6,5,12,4,5,1,40,-1602,0,T,T,T,T,F,F,T,F,T,T,F,F,F
53,3,13,14,3,11,6,5,1,40,15024,1,F,F,F,T,T,F,F,F,F,F,T,T,T
21,5,16,10,5,13,4,5,2,40,0,0,F,F,F,T,F,T,T,F,F,T,F,F,F
29,5,10,13,5,11,4,2,2,64,0,0,F,F,F,F,F,F,T,F,T,F,F,T,T
34,8,10,13,3,11,1,5,2,40,0,1,T,T,T,F,T,T,T,T,T,F,F,T,F
28,5,16,10,5,2,2,5,1,40,0,0,F,F,F,F,F,F,F,F,F,F,T,F,T
61,5,10,13,3,13,1,5,2,40,0,1,F,F,F,T,F,F,T,F,F,F,F,F,T
20,5,12,9,3,7,1,5,2,60,0,1,T,T,T,F,T,T,F,T,F,T,F,F,T
47,8,12,9,3,14,1,5,2,40,0,1,T,T,T,F,T,T,F,F,T,F,F,T,T
40,5,10,13,3,13,1,5,2,45,0,1,F,F,F,F,F,F,F,F,F,T,F,F,F
26,3,16,10,5,9,4,3,1,10,0,0,F,F,F,F,T,F,T,F,F,F,F,F,T
53,5,16,10,3,4,1,5,2,40,0,1,T,T,T,F,T,T,T,F,T,T,F,F,F
26,5,10,13,5,13,2,5,2,50,0,0,T,T,T,F,F,F,T,T,T,T,T,F,T
39,5,15,15,3,13,1,5,2,99,-2415,1,T,T,T,F,T,F,F,F,F,F,F,T,F
17,3,2,7,5,11,4,3,2,15,0,0,T,T,T,F,T,F,F,T,F,T,T,T,F
46,5,11,16,5,11,2,5,2,40,0,0,T,T,T,T,F,T,T,T,F,T,T,T,F
34,5,10,13,3,13,1,5,2,40,15024,1,F,F,F,T,F,T,F,T,F,F,F,F,F
45,7,10,13,1,11,2,5,2,45,0,0,F,F,F,F,F,F,F,T,T,T,F,F,T
23,5,12,9,5,2,4,5,1,16,0,0,F,F,F,T,T,T,F,F,T,F,F,F,F
41,5,12,9,3,4,1,5,2,40,0,1,F,F,F,T,T,F,T,F,F,F,F,T,T
26,5,10,13,5,13,2,5,1,40,0,0,T,T,T,F,T,T,F,F,T,T,T,T,F
28,7,10,13,5,11,2,5,1,4,0,0,F,F,F,T,F,T,F,T,F,F,F,F,F
18,6,2,7,5,13,4,5,2,15,0,0,T,T,T,T,F,T,F,F,T,F,T,T,F
38,5,12,9,5,11,2,5,2,40,0,0,F,F,F,T,F,T,T,T,T,T,T,F,T
66,1,9,11,7,1,2,5,1,30,2964,0,T,T,T,F,T,T,F,T,T,T,F,F,F
28,5,10,13,3,13,1,5,2,40,0,1,T,T,T,T,T,T,T,T,T,F,T,T,T
49,5,13,14,5,11,2,5,2,40,0,0,T,T,T,T,T,T,T,F,F,F,F,T,F
29,5,10,13,5,13,2,5,2,40,0,0,T,T,T,F,T,F,F,T,T,T,T,T,T
43,3,13,14,3,5,6,1,1,50,0,1,T,T,T,T,T,F,T,F,T,F,F,F,F
34,8,13,14,5,11,5,5,1,40,0,0,F,F,F,T,F,T,F,F,T,F,T,F,T
30,5,9,11,3,13,1,5,2,45,0,1,T,T,T,F,T,T,T,F,T,T,F,T,F
25,5,10,13,3,5,1,5,2,40,0,1,F,F,F,T,T,F,F,T,F,T,F,F,F
27,5,10,13,3,5,1,5,2,40,0,1,T,T,T,T,T,T,F,F,F,F,F,F,F
25,5,12,9,5,13,4,3,2,40,0,0,T,T,T,F,F,F,T,T,T,T,F,F,T
22,5,16,10,5,2,4,5,1,40,0,0,F,F,F,F,F,F,T,F,T,F,F,F,T
26,5,12,9,5,2,4,5,2,40,0,0,F,F,F,F,T,T,F,F,F,F,F,F,F
49,5,12,9,3,12,1,5,2,40,0,1,T,T,T,T,F,T,F,F,F,F,F,T,T
44,7,12,9,3,4,1,5,2,50,3137,1,T,T,T,F,T,T,T,F,T,T,F,T,F
37,7,8,12,3,6,1,5,2,50,2105,1,T,T,T,F,T,F,F,F,F,F,T,T,T
39,5,10,13,5,5,3,3,2,45,0,0,T,T,T,F,T,F,T,T,F,T,F,T,F
33,5,12,9,1,15,5,5,1,40,0,0,T,T,T,T,T,T,F,T,T,F,T,T,F
41,7,13,14,3,13,6,5,1,35,-1902,1,F,F,F,T,T,T,F,F,T,T,F,T,F
65,5,10,13,3,5,1,5,2,40,99999,1,T,T,T,T,F,F,T,T,F,T,T,T,T
40,5,10,13,5,13,2,5,2,53,0,0,F,F,F,T,F,T,T,F,T,T,T,F,T
26,1,10,13,3,1,6,5,1,20,0,1,T,T,T,F,F,T,F,F,T,F,F,F,T
31,5,16,10,5,12,2,5,2,40,0,0,F,F,F,F,F,T,T,F,F,F,T,F,T
28,5,16,10,5,5,2,5,1,40,0,0,T,T,T,F,T,F,F,T,F,F,T,T,T
71,5,12,9,3,13,1,5,2,52,-2467,1,T,T,T,F,F,F,F,F,T,F,F,F,T
25,3,10,13,5,2,2,5,1,40,0,0,T,T,T,F,F,F,T,T,T,F,F,T,T
25,5,6,4,3,4,1,5,2,60,0,1,F,F,F,T,T,T,T,T,T,T,F,F,T
19,1,16,10,3,1,6,5,1,30,0,1,F,F,F,T,F,F,F,F,F,T,F,F,T
36,7,15,15,3,4,1,5,2,60,0,1,T,T,T,T,T,F,F,F,T,F,T,F,F
56,5,12,9,3,8,1,5,2,40,0,1,T,T,T,F,T,F,T,T,T,F,T,T,T
34,5,16,10,3,8,1,5,2,40,0,1,F,F,F,F,F,T,F,F,T,F,F,T,F
39,5,10,13,3,4,1,5,2,40,0,1,F,F,F,T,F,T,T,T,F,T,T,F,T
31,5,15,15,1,11,2,5,1,45,0,0,F,F,F,T,F,F,T,T,T,F,F,T,F
22,5,12,9,5,2,4,5,1,20,0,0,F,F,F,F,F,T,F,T,F,F,T,F,T
44,5,16,10,5,4,2,5,2,38,0,0,T,T,T,F,F,T,T,T,T,F,T,F,T
60,7,12,9,3,13,1,5,2,45,0,1,F,F,F,T,T,T,F,T,F,T,T,T,F
65,5,2,7,1,8,3,5,2,40,0,0,T,T,T,F,T,T,T,T,F,T,F,F,F
44,5,16,10,3,13,1,5,2,50,0,1,F,F,F,F,T,F,T,T,F,T,F,F,T
53,3,12,9,1,5,2,5,2,40,0,0,T,T,T,T,F,F,T,T,T,F,T,F,F
28,5,12,9,3,15,1,5,2,40,0,1,F,F,F,T,F,T,F,F,F,T,T,T,F
41,5,10,13,1,5,5,5,1,45,0,0,F,F,F,F,F,T,F,T,T,F,F,T,T
40,6,12,9,1,2,5,5,1,15,0,0,T,T,T,F,T,T,T,F,T,T,T,T,F
35,5,2,7,3,13,6,5,1,40,0,1,F,F,F,F,T,F,T,T,F,F,F,F,T
41,6,7,5,3,13,6,5,1,70,0,1,T,T,T,F,F,F,F,T,T,F,F,T,T
28,5,12,9,3,4,1,5,2,35,0,1,F,F,F,F,T,T,T,T,F,F,T,F,T
53,5,12,9,3,4,1,5,2,40,0,1,F,F,F,T,F,F,F,T,F,F,F,F,T
26,5,16,10,5,9,4,5,1,45,0,0,F,F,F,T,T,T,T,T,T,T,F,F,F
28,3,12,9,5,15,4,3,1,40,0,0,F,F,F,F,F,F,T,F,T,T,F,F,F
27,5,16,10,1,4,5,5,1,40,0,0,T,T,T,T,T,F,T,F,T,F,T,T,F
27,5,12,9,5,2,2,1,1,8,0,0,F,F,F,T,F,T,T,F,T,F,T,T,T
26,5,12,9,3,4,1,5,2,40,0,1,F,F,F,F,F,T,F,T,T,F,F,F,T
53,5,12,9,7,13,2,5,1,35,0,0,T,T,T,F,T,T,F,T,T,T,T,F,F
34,5,12,9,3,4,1,5,2,40,0,1,F,F,F,F,F,T,T,F,F,T,T,T,F
50,6,13,14,5,11,2,3,2,50,0,0,F,F,F,T,T,F,F,F,F,T,F,F,T
30,5,12,9,1,2,5,3,1,62,0,0,F,F,F,T,F,T,F,T,F,F,T,F,T
47,5,12,9,6,4,5,3,2,40,0,0,F,F,F,T,T,T,F,T,F,F,F,F,T
27,1,12,9,5,1,2,5,2,40,0,0,F,F,F,F,F,F,F,T,T,F,T,T,F
55,2,16,10,3,2,1,5,2,40,0,1,F,F,F,F,F,T,F,T,T,T,T,T,T
21,5,16,10,5,9,4,5,1,29,0,0,F,F,F,F,T,T,F,T,T,F,F,T,T
35,5,16,10,5,15,4,5,2,40,0,0,T,T,T,F,F,F,T,T,F,T,T,T,F
31,7,3,8,3,13,6,2,1,50,0,1,T,T,T,F,F,F,T,F,T,T,F,T,T
39,6,13,14,3,5,1,5,2,60,0,1,F,F,F,T,T,T,F,T,T,T,T,F,F
30,5,10,13,3,5,1,5,2,55,0,1,T,T,T,F,T,F,T,F,F,F,T,T,F
39,5,12,9,3,15,1,3,2,40,-1887,1,T,T,T,F,T,F,T,T,F,F,F,F,F
19,5,16,10,5,13,4,5,1,20,0,0,T,T,T,F,F,T,T,T,F,T,T,T,T
25,1,12,9,4,1,2,5,2,40,0,0,T,T,T,T,F,F,F,T,T,T,F,F,F
57,7,12,9,3,9,1,5,2,60,0,1,F,F,F,F,F,F,F,F,T,T,T,T,T
21,5,16,10,5,11,3,2,1,20,0,0,F,F,F,F,F,T,T,T,T,F,F,T,F
30,1,6,4,7,1,2,5,1,44,0,0,T,T,T,F,T,F,T,T,T,F,F,F,T
25,7,16,10,5,9,2,5,1,22,0,0,F,F,F,F,F,T,F,T,F,F,F,T,F
32,5,9,11,3,15,1,5,2,45,0,1,F,F,F,F,T,F,F,T,T,T,T,F,F
26,5,12,9,6,4,5,3,1,40,-1594,0,F,F,F,F,F,T,F,T,T,T,F,F,T
42,5,16,10,3,8,1,5,2,40,0,1,T,T,T,T,F,T,T,T,F,F,T,T,T
39,7,16,10,1,13,5,5,2,47,0,0,T,T,T,F,T,F,F,F,F,T,T,T,F
48,5,10,13,1,10,2,5,1,44,0,0,F,F,F,F,T,T,F,F,T,F,T,F,T
24,5,16,10,5,9,5,3,1,35,0,0,F,F,F,T,F,F,T,T,F,F,F,F,F
46,5,9,11,3,4,1,3,2,40,0,1,F,F,F,F,T,F,T,T,F,F,F,F,F
53,5,16,10,3,13,1,5,2,25,0,1,T,T,T,T,F,F,F,T,T,T,F,T,T
36,2,16,10,3,2,1,5,2,70,0,1,F,F,F,F,T,F,F,T,T,T,F,T,T
34,5,12,9,1,4,5,5,2,45,0,0,T,T,T,T,F,F,F,T,F,T,T,T,T
25,5,12,9,5,15,4,5,2,70,0,0,F,F,F,F,T,T,T,T,T,T,F,F,F
33,5,16,10,5,2,4,5,1,30,99999,0,F,F,F,T,T,F,T,T,T,F,F,F,F
45,5,10,13,3,11,1,5,2,40,0,1,F,F,F,F,F,T,T,F,T,F,F,F,F
31,2,8,12,5,2,2,5,2,40,0,0,T,T,T,F,T,T,T,F,F,T,T,T,T
21,5,12,9,5,8,4,5,2,20,0,0,F,F,F,F,T,T,T,F,T,F,T,F,F
33,5,7,5,1,4,5,5,2,55,114,0,F,F,F,T,F,F,T,F,T,T,T,T,F
44,5,16,10,1,2,5,5,1,40,0,0,F,F,F,F,T,T,T,F,F,T,F,F,F
34,5,9,11,3,5,6,5,1,40,0,1,T,T,T,T,F,F,T,F,F,F,T,T,F
30,5,16,10,1,2,5,5,1,10,0,0,T,T,T,T,F,T,F,T,F,F,F,T,F
32,3,16,10,5,2,5,3,1,40,0,0,T,T,T,T,F,T,T,F,F,T,T,F,T
46,1,12,9,1,1,2,3,1,40,0,0,F,F,F,F,T,T,T,F,T,F,T,F,F
29,5,10,13,3,11,1,5,2,40,0,1,F,F,F,F,F,F,T,T,F,T,T,F,F
20,5,16,10,5,9,4,5,2,20,0,0,T,T,T,T,T,T,F,T,F,F,F,T,F
35,8,12,9,1,12,5,5,1,40,0,0,T,T,T,T,F,T,T,T,T,T,T,F,F
35,5,12,9,6,11,3,3,1,40,0,0,F,F,F,T,F,T,T,F,T,F,T,F,F
29,5,12,9,5,9,2,5,1,38,0,0,F,F,F,F,T,F,F,T,F,T,F,F,T
21,5,12,9,5,8,3,5,2,40,0,0,F,F,F,T,T,F,F,T,T,T,F,T,F
43,2,10,13,3,11,1,5,2,40,0,1,T,T,T,T,F,T,T,F,T,T,T,T,T
33,5,12,9,3,8,1,5,2,40,0,1,T,T,T,F,F,T,F,F,T,T,T,T,F
61,2,15,15,3,11,1,5,2,50,0,1,T,T,T,F,T,T,T,T,F,T,F,F,T
42,5,13,14,5,11,2,5,1,40,0,0,F,F,F,T,T,T,T,T,T,F,T,F,T
33,5,3,8,3,2,6,5,1,40,0,1,F,F,F,T,F,F,T,F,T,F,F,F,F
35,8,16,10,5,11,4,3,1,40,0,0,T,T,T,T,T,T,T,T,T,F,F,F,T
32,1,12,9,3,1,1,5,2,24,0,1,T,T,T,T,F,T,T,T,T,F,T,F,F
22,5,16,10,5,13,4,5,1,20,0,0,F,F,F,T,F,F,T,F,T,T,F,F,F
61,5,12,9,1,5,2,5,1,40,0,0,F,F,F,T,F,F,T,F,T,F,T,T,F
28,5,9,11,5,9,2,5,1,35,2463,0,T,T,T,T,T,T,T,F,F,T,F,T,T
24,5,12,9,5,9,4,3,2,40,0,0,T,T,T,T,T,T,T,T,F,T,F,T,T
58,3,13,14,5,11,2,5,2,35,0,0,F,F,F,F,T,F,T,F,F,T,F,F,F
42,5,12,9,3,7,1,5,2,40,0,1,F,F,F,T,T,F,T,F,T,F,F,T,F
56,5,16,10,3,13,1,5,2,45,0,1,F,F,F,F,F,T,F,F,T,T,T,F,T
26,1,16,10,5,1,4,5,1,40,0,0,F,F,F,T,T,T,T,T,F,F,T,F,T
25,5,12,9,6,7,5,3,1,40,0,0,T,T,T,T,T,T,T,T,F,T,T,T,F
59,5,12,9,3,2,6,5,1,40,0,1,F,F,F,F,T,F,F,F,F,F,T,T,T
65,7,10,13,3,13,1,5,2,10,3818,1,F,F,F,T,F,T,F,T,F,T,F,T,F
57,5,13,14,1,5,2,5,2,50,-2824,0,F,F,F,T,T,F,T,T,F,T,T,F,F
36,5,8,12,3,5,1,5,2,44,0,1,F,F,F,T,T,F,T,F,T,T,T,T,F
42,5,16,10,3,13,1,5,2,50,-1887,1,T,T,T,T,F,F,F,F,F,T,F,T,F
18,1,3,8,5,1,3,3,2,20,0,0,T,T,T,F,F,T,F,T,F,T,F,F,T
18,5,2,7,3,4,1,5,2,40,0,1,F,F,F,T,T,T,T,F,F,F,F,F,F
28,5,12,9,3,4,1,5,2,40,0,1,F,F,F,F,F,F,F,T,F,F,T,F,T
20,5,12,9,3,2,6,5,1,20,0,1,F,F,F,T,F,T,T,F,T,T,F,T,T
19,5,16,10,5,14,4,5,2,30,0,0,T,T,T,F,T,T,F,T,F,F,T,F,F
28,5,10,13,1,9,5,5,1,48,0,0,T,T,T,T,T,F,T,T,F,T,T,T,F
37,5,9,11,3,2,1,5,2,40,0,1,F,F,F,T,F,F,T,T,F,F,F,F,F
23,5,16,10,5,15,2,5,2,40,0,0,F,F,F,F,F,T,F,T,F,F,F,T,T
60,5,16,10,1,4,2,5,2,47,0,0,T,T,T,T,F,T,T,F,F,T,T,F,T
17,3,3,8,5,2,4,5,1,12,0,0,F,F,F,T,T,F,T,T,F,F,F,T,T
37,3,10,13,5,11,2,5,1,45,4865,0,F,F,F,T,F,F,F,T,F,T,F,T,T
29,8,9,11,1,2,4,5,2,40,0,0,F,F,F,T,T,T,T,F,T,F,F,F,F
34,5,12,9,6,15,2,3,2,20,0,0,F,F,F,F,T,T,F,F,F,T,T,T,F
36,5,16,10,3,4,1,5,2,40,0,1,F,F,F,T,T,T,T,T,T,T,T,T,F
37,7,16,10,3,5,6,5,1,15,0,1,F,F,F,T,F,T,F,T,F,F,T,T,F
47,8,10,13,3,9,1,5,2,40,0,1,T,T,T,F,T,T,F,F,F,T,F,T,F
22,5,12,9,5,9,2,5,1,40,0,0,F,F,F,T,F,F,T,F,F,T,F,F,T
61,5,12,9,3,9,1,5,2,40,0,1,F,F,F,T,T,T,T,T,T,T,T,F,F
57,5,5,3,3,6,1,5,2,45,0,1,F,F,F,T,F,F,F,T,T,F,T,T,F
33,2,11,16,3,11,1,5,2,40,-1848,1,F,F,F,F,F,F,F,F,F,T,T,F,F
54,5,12,9,3,4,1,5,2,40,0,1,T,T,T,T,T,T,F,F,T,F,T,T,T
40,5,13,14,5,11,2,5,1,40,-1669,0,F,F,F,F,T,T,F,T,F,F,T,F,F
40,5,3,8,3,4,1,5,2,50,0,1,F,F,F,T,F,F,T,T,F,T,T,T,T
40,3,12,9,5,12,2,5,2,42,0,0,T,T,T,F,T,T,T,T,T,F,F,T,T
35,5,2,7,3,4,1,5,2,40,-2057,1,F,F,F,F,T,F,T,F,F,T,T,T,F
32,5,2,7,5,15,4,5,2,40,0,0,F,F,F,F,F,F,T,F,T,T,T,T,F
49,7,16,10,3,13,1,5,2,50,0,1,F,F,F,F,F,T,T,T,T,T,F,T,F
31,5,12,9,5,2,2,5,1,40,0,0,T,T,T,F,T,T,T,F,T,F,T,F,T
58,5,10,13,3,2,1,2,2,40,0,1,T,T,T,T,T,F,F,F,F,T,T,F,F
26,6,10,13,5,5,2,5,2,50,0,0,T,T,T,T,T,T,F,T,F,F,T,F,F
35,7,6,4,3,6,1,5,2,40,0,1,T,T,T,F,T,T,F,T,T,T,T,T,T
25,5,16,10,5,8,4,5,2,40,0,0,F,F,F,T,F,T,F,F,T,T,F,F,T
43,5,3,8,3,2,1,3,2,40,0,1,F,F,F,T,T,T,F,F,T,T,F,T,F
32,5,16,10,5,2,2,5,2,35,0,0,F,F,F,T,T,T,T,F,T,F,T,F,F
45,5,10,13,3,11,1,5,2,60,0,1,F,F,F,T,T,F,F,F,F,F,F,T,T
48,5,12,9,5,8,2,3,2,40,0,0,T,T,T,T,T,T,T,F,F,F,F,F,T
31,5,5,3,5,9,4,5,2,40,0,0,T,T,T,F,F,T,T,T,F,F,F,T,T
20,1,16,10,5,1,4,5,1,25,0,0,T,T,T,T,F,T,T,T,T,F,T,T,F
28,5,12,9,5,14,2,5,2,40,0,0,F,F,F,F,T,T,T,T,F,T,T,F,F
50,7,10,13,1,11,2,5,1,60,0,0,T,T,T,F,T,F,F,F,T,F,F,T,F
22,5,12,9,5,2,3,3,2,40,0,0,F,F,F,F,T,F,T,F,F,T,F,F,F
19,5,16,10,5,13,4,5,1,20,0,0,T,T,T,T,T,F,F,F,F,T,F,T,T
38,5,10,13,3,5,1,5,2,63,0,1,F,F,F,T,F,T,T,F,F,T,F,F,F
23,5,12,9,5,15,4,5,2,40,0,0,F,F,F,T,T,T,T,F,F,T,F,T,F
24,6,10,13,5,5,4,5,2,40,0,0,T,T,T,T,F,F,T,T,T,T,F,T,T
26,5,9,11,3,5,6,5,1,40,0,1,T,T,T,T,F,T,F,T,F,T,F,T,T
45,8,12,9,1,14,5,5,1,40,0,0,F,F,F,T,F,F,F,T,F,T,T,F,F
88,5,16,10,1,2,5,5,1,40,0,0,F,F,F,T,F,T,T,T,T,F,T,F,T
19,5,2,7,5,2,4,1,1,15,0,0,T,T,T,T,T,F,F,F,T,F,F,T,F
24,5,12,9,5,5,2,5,2,50,0,0,F,F,F,F,F,F,T,F,T,T,T,T,F
84,1,5,3,3,1,1,5,2,20,0,1,T,T,T,T,F,F,F,F,F,T,T,T,F
48,5,1,6,3,6,1,3,2,40,0,1,F,F,F,F,F,F,F,F,T,F,T,F,T
46,5,16,10,3,4,1,2,2,40,0,1,F,F,F,T,F,T,T,T,F,T,T,F,T
31,6,12,9,3,4,1,5,2,50,0,1,F,F,F,T,F,F,F,F,T,T,F,T,F
58,5,12,9,7,2,5,1,2,40,0,0,F,F,F,F,T,T,T,F,T,F,T,F,T
35,3,12,9,3,4,1,5,2,40,0,1,F,F,F,F,F,F,T,T,F,T,F,T,F
36,5,12,9,5,4,4,3,2,40,0,0,T,T,T,F,F,T,T,T,F,T,T,F,T
36,5,15,15,3,11,1,5,2,55,0,1,F,F,F,T,T,F,F,T,T,T,T,T,F
47,3,13,14,3,11,1,5,2,40,0,1,T,T,T,T,T,T,T,T,T,F,T,T,F
57,5,7,5,7,9,5,3,2,52,0,0,F,F,F,T,F,T,F,F,F,T,F,F,T
30,5,16,10,4,5,5,5,1,45,0,0,F,F,F,F,F,T,T,F,T,T,T,F,T
30,3,13,14,3,11,1,5,2,40,0,1,T,T,T,F,F,T,F,T,F,T,T,T,T
19,1,3,8,3,1,3,5,1,40,15024,0,T,T,T,T,F,F,F,F,T,T,T,F,T
30,6,10,13,5,5,4,5,2,43,0,0,T,T,T,T,T,F,F,F,F,T,T,T,F
23,3,16,10,5,12,4,5,2,40,0,0,T,T,T,F,F,T,T,T,T,T,T,T,F
41,7,15,15,3,11,1,5,2,50,0,1,F,F,F,T,T,T,F,F,T,T,F,F,F
52,5,16,10,1,5,2,5,2,60,0,0,F,F,F,F,T,T,T,T,F,F,F,T,T
27,5,8,12,5,2,2,5,2,40,0,0,F,F,F,T,F,T,F,F,T,T,F,F,T
59,5,12,9,3,4,1,5,2,45,0,1,T,T,T,F,T,T,T,F,T,F,F,F,T
21,5,12,9,5,13,4,5,1,36,0,0,T,T,T,F,F,F,T,F,T,F,T,F,F
